fiscal_year,agency_name,payee_name,payee_cleaned,payee_zip,amount
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,DONALD B RICE TIRE CO INC,DONALD B RICE TIRE CO INC,21704,96527
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,DORI FOODS INC,DORI FOODS INC,23230,631372
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,DOURON INC,DOURON INC,21117,5970643
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,DR JOSE MEDINA EDUCATIONAL SOLUTIONS,DR JOSE MEDINA EDUCATIONAL SOLUTIONS,20814,32250
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,DR JOSE MEDINA EDUCATIONAL SOLUTIONS,DR JOSE MEDINA EDUCATIONAL SOLUTIONS,20902,47750
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,DREAMBOX LEARNING,DREAMBOX LEARNING,98004,206500
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,DS SERVICES OF AMERICA INC,DS SERVICES OF AMERICA INC,75266,117971
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,DUBOIS CONSTRUCTION INC,DUBOIS CONSTRUCTION INC,21244,1726894
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,DUSTIN CONSTRUCTION INC,DUSTIN CONSTRUCTION INC,21754,53620310
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,E&R SERVICES INC,E&R SERVICES INC,20706,341799
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,E.A.R.N CONTRACTORS INC,E.A.R.N CONTRACTORS INC,20877,176207
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EAST COAST WELDING AND CONSTRUCTION CO INC,EAST COAST WELDING AND CONSTRUCTION CO INC,21061,36165
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EAST WEST TELECOMMUNICATIONS INC,EAST WEST TELECOMMUNICATIONS INC,20877,440848
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"EDG2, INC","EDG2, INC",17402,49045
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EDMENTUM INC,EDMENTUM INC,55485,14229
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EDMENTUM INC,EDMENTUM INC,60677,43607
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EDUCATION RESOURCE STRATEGIES INC,EDUCATION RESOURCE STRATEGIES INC,02472,299000
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EDUPOINT EDUCATIONAL SYSTEMS LLC,EDUPOINT EDUCATIONAL SYSTEMS LLC,85204,2422139
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EDUTAINMENTLIVE LLC,EDUTAINMENTLIVE LLC,32607,30000
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EIS OFFICE SOLUTIONS,EIS OFFICE SOLUTIONS,77018,198952
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,ELCON ENTERPRISES INC,ELCON ENTERPRISES INC,20772,392177
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EMH ENVIRONMENTAL INC,EMH ENVIRONMENTAL INC,21738,425857
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EMJAY ENGINEERING AND CONSTRUCTION COMPANY INC,EMJAY ENGINEERING AND CONSTRUCTION COMPANY INC,21207,1430434
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EMPIRE LANDSCAPE LLC,EMPIRE LANDSCAPE LLC,20905,726004
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,ENCYCLOPAEDIA BRITANNICA INC.,ENCYCLOPAEDIA BRITANNICA INC.,02284,71145
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"ENEL X NORTH AMERICA, INC","ENEL X NORTH AMERICA, INC",91185,168800
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,ENGINEERING CONSULTING SERVICES LTD,ENGINEERING CONSULTING SERVICES LTD,20151,28121
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,ENSOFT CONSULTING INC,ENSOFT CONSULTING INC,60540,26715
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"EPISERVER, INC",EPISERVER INC.,03063,341260
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EQUAL OPPORTUNITY SCHOOLS,EQUAL OPPORTUNITY SCHOOLS,98109,292470
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,ESPINA PAVING INC,ESPINA PAVING INC,22191,78667
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EVERYMIND INC,EVERYMIND INC,20851,152000
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,EXELON CORPORATION,EXELON CORPORATION,60693,2356560
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,F A BARTLETT TREE EXPERT COMPANY,F A BARTLETT TREE EXPERT COMPANY,06902,35190
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FACILITY DYNAMICS ENGINEERING,FACILITY DYNAMICS ENGINEERING,21046,40923
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"FACTS ON FILE, INC","FACTS ON FILE, INC",60680,32577
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FAMILY SERVICES INC,FAMILY SERVICES INC,20877,114074
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FERGUSON ENTERPRISES INC,FERGUSON ENTERPRISES INC,02241,361224
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FIELDTURF USA INC,FIELDTURF USA INC,30701,27500
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FINLEY ASPHALT AND CONCRETE INC,FINLEY ASPHALT AND CONCRETE INC,20136,364963
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FISHER SCIENTIFIC COMPANY,FISHER SCIENTIFIC COMPANY,02241,125017
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FITCHCO INC,FITCHCO INC,21230,326466
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FLEETPRIDE INC,FLEETPRIDE INC,30384,394
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FLEETPRIDE INC,FLEETPRIDE INC,75284,55161
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FLINN SCIENTIFIC INC,FLINN SCIENTIFIC INC,60694,44335
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"FLOCABULARY, INC",FLOCABULARY INC.,11201,27800
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FOLLETT HIGHER EDUCATION GROUP INC,FOLLETT HIGHER EDUCATION GROUP INC,20850,152963
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FOLLETT SCHOOL SOLUTIONS INC,FOLLETT SCHOOL SOLUTIONS INC,60050,116
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FOLLETT SCHOOL SOLUTIONS INC,FOLLETT SCHOOL SOLUTIONS INC,60693,1130243
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FOOD PRO CORP,FOOD PRO CORP,21701,193667
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FORM PLASTICS COMPANY,FORM PLASTICS COMPANY,60174,626418
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"FPC HOLDINGS, INC","FPC HOLDINGS, INC",21075,131654
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FRONTLINE TECHNOLOGIES GROUP LLC,FRONTLINE TECHNOLOGIES GROUP LLC,19355,37293
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FUNDS FOR LEARNING LLC,FUNDS FOR LEARNING LLC,73013,29000
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,FWD MEDIA INC,FWD MEDIA INC,10010,193600
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GABRIEL ROEDER SMITH & COMPANY,GABRIEL ROEDER SMITH & COMPANY,48278,123483
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GAITHERSBURG FARMERS SUPPLY INC,GAITHERSBURG FARMERS SUPPLY INC,20877,146643
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GALE/CENGAGE LEARNING,GALE/CENGAGE LEARNING,31193,90753
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GALE/CENGAGE LEARNING,GALE/CENGAGE LEARNING,60694,2755
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GAMBRILLS EQUIPMENT CO INC,GAMBRILLS EQUIPMENT CO INC,21144,112876
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GAME DAY INC,GAME DAY INC,20152,255435
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GENERAL AUTOMOTIVE SERVICENTER INC,GENERAL AUTOMOTIVE SERVICENTER INC,20879,82618
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GENERAL MILLS FINANCE INC,GENERAL MILLS FINANCE INC,15251,199933
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GENESIS IL INC,GENESIS IL INC,29731,25554
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GLENNCO INC,GLENNCO INC,21230,190591
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GLOBAL ENGINEERING SOLUTIONS,GLOBAL ENGINEERING SOLUTIONS,20817,99851
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GOEL SERVICES INC,GOEL SERVICES INC,20785,108120
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GOLD STANDARD CONSULTING LLC,GOLD STANDARD CONSULTING LLC,19341,75687
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GOVERNMENT FINANCE OFFICERS,GOVERNMENT FINANCE OFFICERS,60601,239906
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GREAT MINDS,GREAT MINDS,20003,1147859
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GREATER WASHINGTON COMMUNITY FOUNDATION,GREATER WASHINGTON COMMUNITY FOUNDATION,20005,475000
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GREENWOOD PUBLISHING GROUP INC,GREENWOOD PUBLISHING GROUP INC,19170,439
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GREENWOOD PUBLISHING GROUP INC,GREENWOOD PUBLISHING GROUP INC,60693,74151
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GRIMM & PARKER ARCHITECTURE INC,GRIMM & PARKER ARCHITECTURE INC,20705,3414619
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GROVE ROCKVILLE 31 LLC,GROVE ROCKVILLE 31 LLC,20852,125165
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GROWING SOLUTIONS LLC,GROWING SOLUTIONS LLC,21162,31755
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GUEST SERVICES INC,GUEST SERVICES INC,20794,1016574
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,GUITAR CENTER STORES INC,GUITAR CENTER STORES INC,21703,209297
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,H&S DISTRIBUTION LLC,H&S DISTRIBUTION LLC,21231,390460
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HADLEY FARMS INC,HADLEY FARMS INC,21783,564561
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"HAGGERTY, JOHN","HAGGERTY, JOHN",20708,30860
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HARBOUR SCHOOL,HARBOUR SCHOOL,21117,161806
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HARBOUR SCHOOL,HARBOUR SCHOOL,21409,139281
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HCGI HARTFORD INC,HCGI HARTFORD INC,19182,1011226
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HEARTLAND PAYMENT SYSTEMS INC,HEARTLAND PAYMENT SYSTEMS INC,47130,117878
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"HEARTLINE FITNESS PRODUCTS, INC","HEARTLINE FITNESS PRODUCTS, INC",20855,92707
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HENLEY CONSTRUCTION CO INC,HENLEY CONSTRUCTION CO INC,20879,30819645
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HERB GORDON AUTO GROUP  INC,HERB GORDON AUTO GROUP  INC,20904,668212
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HERCULES FENCE OF MARYLAND LLC,HERCULES FENCE OF MARYLAND LLC,20794,372546
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HERITAGE SCHOOLS INC,HERITAGE SCHOOLS INC,84604,67780
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HERMAN BORN & SONS INC,HERMAN BORN & SONS INC,21224,81558
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HERSHEY CREAMERY COMPANY,HERSHEY CREAMERY COMPANY,17101,203665
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HESS CONSTRUCTION AND ENGINEERING SERVICES INC,HESS CONSTRUCTION AND ENGINEERING SERVICES INC,20878,36700216
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HEYMAN MAILING SERVICE INC,HEYMAN MAILING SERVICE INC,20852,25280
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HOGAN LOVELLS US LLP,HOGAN LOVELLS US LLP,20004,75476
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HOME DEPOT USA INC,HOME DEPOT USA INC,85062,80887
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HOME HEALTH CONNECTION INC,HOME HEALTH CONNECTION INC,20824,169043
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HOOD COLLEGE,HOOD COLLEGE,21701,167958
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HORD COPLAN MACHT INC,HORD COPLAN MACHT INC,21202,219342
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HOUGHTON MIFFLIN HARCOURT PUBLISHING COMPANY,HOUGHTON MIFFLIN HARCOURT PUBLISHING COMPANY,60693,2251602
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HUGHES GROUP ARCHITECTS INC,HUGHES GROUP ARCHITECTS INC,20164,66317
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,HUT GLOBAL INC,HUT GLOBAL INC,33487,31373
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"HYMAN, ANDREW J","HYMAN, ANDREW J",20841,119619
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,IBM CORPORATION,IBM CORPORATION,15264,63858
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,IDENTITY INC,IDENTITY INC,20877,289502
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INDEPENDENT HARDWARE INC,INDEPENDENT HARDWARE INC,19106,43463
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INFOR (US) INC,INFOR (US) INC,55485,707053
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INFORMATION AND COMPUTING SERVICES INC,INFORMATION AND COMPUTING SERVICES INC,32207,74802
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INSTITUTE FOR MULTI-SENSORY EDUCATION LLC,INSTITUTE FOR MULTI-SENSORY EDUCATION LLC,48033,454770
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INSTRUCTURE INC,INSTRUCTURE INC,60055,1221475
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INTAC INC,INTAC INC,20910,44040
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INTELLIAS INC,INTELLIAS INC,75244,57352
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INTERNATIONAL BACCALAUREATE,INTERNATIONAL BACCALAUREATE,10087,403162
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INTERSTATE CORPORATION,INTERSTATE CORPORATION,20877,5966195
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,INTERSTATE OFFICE SUPPLY,INTERSTATE OFFICE SUPPLY,22301,130544
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,IP DSC MOCO LLC,IP DSC MOCO LLC,15253,86298
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,IPEVO INC,IPEVO INC,94588,408406
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,ISTUDIO LLC,ISTUDIO LLC,20011,29848
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,IVYMOUNT SCHOOL,IVYMOUNT SCHOOL,20854,5654818
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,J&J SNACK FOOD SALES CORP,J&J SNACK FOOD SALES CORP,19178,119564
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,J&S PLAN B LLC,J&S PLAN B LLC,20109,47430
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,J.G. PARKS & SON,J.G. PARKS & SON,21638,423858
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,J.S.B INDUSTRIES INC,J.S.B INDUSTRIES INC,02150,145597
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JAMES POSEY ASSOCIATES INC,JAMES POSEY ASSOCIATES INC,21244,64221
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JASPER ENGINE EXCHANGE INC,JASPER ENGINE EXCHANGE INC,47547,34274
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JB CONTRACTING INC,JB CONTRACTING INC,20705,98942
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JEMISUN HEALTHCARE SERVICES INC,JEMISUN HEALTHCARE SERVICES INC,05301,70267
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JK ARCHITECTS & ASSOCIATES,JK ARCHITECTS & ASSOCIATES,20879,101888
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JOHNSON & TOWERS INC,JOHNSON & TOWERS INC,21220,256793
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JOHNSON MIRMIRAN & THOMPSON,JOHNSON MIRMIRAN & THOMPSON,21030,49990
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JOHNSON TRUCK CENTER LLC,JOHNSON TRUCK CENTER LLC,21220,788384
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JOSEPH HEIL COMPANY INC,JOSEPH HEIL COMPANY INC,20794,101051
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JOSTENS INC,JOSTENS INC,60673,39727
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JPG PLUMBING AND MECHANICAL SERVICES INC,JPG PLUMBING AND MECHANICAL SERVICES INC,20794,71494
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JPMORGAN CHASE BANK. N.A.,JPMORGAN CHASE BANK. N.A.,60197,15139606
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"JTM PROVISIONS COMPANY, INC","JTM PROVISIONS COMPANY, INC",45271,208932
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,JUNIOR ACHIEVEMENT OF GREATER WASHINGTON,JUNIOR ACHIEVEMENT OF GREATER WASHINGTON,20006,107337
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,K NEAL INTERNATIONAL TRUCKS INC,K NEAL INTERNATIONAL TRUCKS INC,20781,582581
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,K&M SUPPLY INC,K&M SUPPLY INC,22841,291802
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KARETAS ACQUISITION COMPANY,KARETAS ACQUISITION COMPANY,19040,28506
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KCI TECHNOLOGIES INC,KCI TECHNOLOGIES INC,21279,285918
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KELLER BROTHERS INC,KELLER BROTHERS INC,21771,18928000
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KELLER CONSTRUCTION MANAGEMENT LLC,KELLER CONSTRUCTION MANAGEMENT LLC,21771,66629038
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KELLOGG SALES CO,KELLOGG SALES CO,60673,396081
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KENDALL HUNT PUBLISHING CO,KENDALL HUNT PUBLISHING CO,52002,4689
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KENDALL HUNT PUBLISHING CO,KENDALL HUNT PUBLISHING CO,52004,111506
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KENNEDY KRIEGER EDUCATION AND COMMUNITY SERVICES INC,KENNEDY KRIEGER EDUCATION AND COMMUNITY SERVICES INC,21205,400
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KENNEDY KRIEGER EDUCATION AND COMMUNITY SERVICES INC,KENNEDY KRIEGER EDUCATION AND COMMUNITY SERVICES INC,21213,4471692
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KEPRO ACQUISITIONS INC,KEPRO ACQUISITIONS INC,17111,99360
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KINGMOR SUPPLY INC,KINGMOR SUPPLY INC,22841,135487
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,KINGSMAN HOLDINGS INC,KINGSMAN HOLDINGS INC,17111,62100
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"L&R ENTERPRISES, INC","L&R ENTERPRISES, INC",20781,321035
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LAB SCHOOL OF WASHINGTON,LAB SCHOOL OF WASHINGTON,20007,546734
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LAKESHORE EQUIPMENT COMPANY,LAKESHORE EQUIPMENT COMPANY,90895,380997
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LAND O'LAKES INC,LAND O'LAKES INC,30384,211084
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"LANGUAGE LINE SERVICES, INC","LANGUAGE LINE SERVICES, INC",75320,210704
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"LASHOF VIOLINS, LLC","LASHOF VIOLINS, LLC",20877,68410
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LEARN ZILLION INC,LEARN ZILLION INC,20016,818940
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"LEGO BRAND RETAIL, INC","LEGO BRAND RETAIL, INC",60693,358161
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LEISURE CRAFT INC,LEISURE CRAFT INC,28793,58543
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LENOVO INC,LENOVO INC,27560,59638
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LEONARD PAPER CO,LEONARD PAPER CO,21205,78567
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LET'S DO LUNCH INC,LET'S DO LUNCH INC,90248,850849
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LIFE SAFETY SYSTEMS INC,LIFE SAFETY SYSTEMS INC,21227,177442
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LINCOLN LIBRARY PRESS INC,LINCOLN LIBRARY PRESS INC,44115,27101
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LINDSAY FORD LLC,LINDSAY FORD LLC,20902,300273
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LINWOOD CHILDRENS CENTER INC,LINWOOD CHILDRENS CENTER INC,21043,73965
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LIVING JUSTICE PRESS,LIVING JUSTICE PRESS,55105,25885
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LONGROAD ENERGY HOLDINGS LLC,LONGROAD ENERGY HOLDINGS LLC,02110,147153
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LORD & COMPANY TECHNOLOGIES INC,LORD & COMPANY TECHNOLOGIES INC,20108,73300
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,LUTZ ENGINEERING INC,LUTZ ENGINEERING INC,19810,40975
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,M B LIMITED PARTNERSHIP,M B LIMITED PARTNERSHIP,60675,37557
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,M R ENTERPRISES INC,M R ENTERPRISES INC,21209,140606
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,M T LANEY COMPANY INC,M T LANEY COMPANY INC,21784,1544692
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,M&M WELDING & FABRICATORS,M&M WELDING & FABRICATORS,21771,5673317
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MACKIN BOOK CO,MACKIN BOOK CO,55306,49828
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MACMILLAN HOLDINGS LLC,MACMILLAN HOLDINGS LLC,31193,232107
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MAGGIN CONSTRUCTION CO INC,MAGGIN CONSTRUCTION CO INC,20852,1372314
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MAGNOLIA PLUMBING INC,MAGNOLIA PLUMBING INC,20017,311642
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MANSFIELD OIL CO,MANSFIELD OIL CO,45263,5297942
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MARK'S EQUIPMENT SERVICE INC,MARK'S EQUIPMENT SERVICE INC,21783,61249
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MARRIOTT HOTEL SERVICES INC,MARRIOTT HOTEL SERVICES INC,20852,26199
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,21401,96874
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MARYLAND INTERPRETING SERVICES INC,MARYLAND INTERPRETING SERVICES INC,21075,26602
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MARYLAND SCHOOL FOR THE DEAF,MARYLAND SCHOOL FOR THE DEAF,21705,51960
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MARYLAND UNEMPLOYMENT INS ADM,MARYLAND UNEMPLOYMENT INS ADM,21203,143666
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MARZETTI FROZEN PASTA INC,MARZETTI FROZEN PASTA INC,43260,34433
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MASTER CARE FLOORING INC,MASTER CARE FLOORING INC,21229,245253
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MAXIM HEALTHCARE SERVICES INC,MAXIM HEALTHCARE SERVICES INC.,21046,121093
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MAXIM HEALTHCARE SERVICES INC,MAXIM HEALTHCARE SERVICES INC.,60693,43141
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MAXXESS SYSTEMS INC,MAXXESS SYSTEMS INC,92887,58096
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MCCAIN FOODS USA INC,MCCAIN FOODS USA INC,60132,492298
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MCDANIEL COLLEGE INC,MCDANIEL COLLEGE INC,21157,236723
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MCDONOUGH BOLYARD PECK INC,MCDONOUGH BOLYARD PECK INC,22031,124770
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MCGRATH RENTCORP,MCGRATH RENTCORP,94145,2104080
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MCGRATH RENTCORP,MCGRATH RENTCORP,94551,35520
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,MCGRAW-HILL EDUCATION INC,MCGRAW-HILL EDUCATION INC,60694,2924538
2020,MONTGOMERY COUNTY PUBLIC SCHOOLS,"MDINGI, EMMANUEL","MDINGI, EMMANUEL",20874,32000
